Id,transcription,normalized_transcription
0841.wav,He has played very well,he has played very well
0842.wav,nod,nod
0843.wav,leap,leap
0844.wav,are,are
0845.wav,cheer,cheer
0846.wav,Maybe it's taking longer to get things squared away than the bankers expected,maybe its taking longer to get things squared away than the bankers expected
0847.wav,Trespassers can be prosecuted and fined,trespassers can be prosecuted and fined
0848.wav,They could walk ride on a bus or be driven,they could walk ride on a bus or be driven
0849.wav,yankee,yankee
0850.wav,Basketball can be an entertaining sport,basketball can be an entertaining sport
0851.wav,peach,peach
0852.wav,fed,fed
0853.wav,stable,stable
0854.wav,rake,rake
0855.wav,We saw three deer and a badger,we saw three deer and a badger
0856.wav,aches,aches
0857.wav,She will order the wine,she will order the wine
0858.wav,We selected places where families will be welcome,we selected places where families will be welcome
0859.wav,wise,wise
0860.wav,pork,pork
0861.wav,goat,goat
0862.wav,preach,preach
0863.wav,dock,dock
0864.wav,lake,lake
0865.wav,feel,feel
0866.wav,darn,darn
0867.wav,tea,tea
0868.wav,Primitive tribes have an upbeat attitude,primitive tribes have an upbeat attitude
0869.wav,dead,dead
0870.wav,Range was a vital detail,range was a vital detail
0871.wav,brawn,brawn
0872.wav,We are the largest of the four states,we are the largest of the four states
0873.wav,shoot,shoot
0874.wav,bull,bull
0875.wav,Carl lives in a lively home,carl lives in a lively home
0876.wav,cake,cake
0877.wav,fat,fat
0878.wav,The plot is laced with mysterious incidents,the plot is laced with mysterious incidents
0879.wav,sin,sin
0880.wav,saddle,saddle
0881.wav,Cable confirmation it said translated,cable confirmation it said translated
0882.wav,Bagpipes and bongos are musical instruments,bagpipes and bongos are musical instruments
0883.wav,sheet,sheet
0884.wav,retract,retract
0885.wav,Handle it any way you have to,handle it any way you have to
0886.wav,reap,reap
0887.wav,strange,strange
0888.wav,juliet,juliet
0889.wav,We just didn't look good,we just didnt look good
0890.wav,ache,ache
0891.wav,written,written
0892.wav,up,up
0893.wav,chair,chair
0894.wav,bank,bank
0895.wav,glitter,glitter
0896.wav,brain,brain
0897.wav,pain,pain
0898.wav,The kat had five kittens,the kat had five kittens
0899.wav,part,part
0900.wav,hem,hem
0901.wav,slip,slip
0902.wav,The books are very expensive,the books are very expensive
0903.wav,It's impossible to deal with bureaucracy,its impossible to deal with bureaucracy
0904.wav,bunch,bunch
0905.wav,nice,nice
0906.wav,screech,screech
0907.wav,pit,pit
0908.wav,low,low
0909.wav,hold,hold
0910.wav,dread,dread
0911.wav,tail,tail
0912.wav,born,born
0913.wav,short,short
0914.wav,me,me
0915.wav,They will take a wedding trip later,they will take a wedding trip later
0916.wav,list,list
0917.wav,Young and old also got together,young and old also got together
0918.wav,feet,feet
0919.wav,The job also covers a number of other items,the job also covers a number of other items
0920.wav,leak,leak
0921.wav,bowl,bowl
0922.wav,shell,shell
0923.wav,The little schoolhouse stood empty,the little schoolhouse stood empty
0924.wav,Pete,pete
0925.wav,no,no
0926.wav,musk,musk
0927.wav,A good attitude is unbeatable,a good attitude is unbeatable
0928.wav,I scream to warm up my voice,i scream to warm up my voice
0929.wav,rain,rain
0930.wav,wipe,wipe
0931.wav,victor,victor
0932.wav,spark,spark
0933.wav,hash,hash
0934.wav,We had a picnic on the beach,we had a picnic on the beach
0935.wav,fork,fork
0936.wav,booth,booth
0937.wav,Mabel,mabel
0938.wav,He is definitely a notch above us,he is definitely a notch above us
0939.wav,sin,sin
0940.wav,much,much
0941.wav,nest,nest
0942.wav,mush,mush
0943.wav,It requires no big investment,it requires no big investment
0944.wav,Hispanic costumes are quite colorful,hispanic costumes are quite colorful
0945.wav,Life is short and precious,life is short and precious
0946.wav,fort,fort
0947.wav,Swing your arm as high as you can,swing your arm as high as you can
0948.wav,knitting,knitting
0949.wav,That pickpocket was caught redhanded,that pickpocket was caught redhanded
0950.wav,kitten,kitten
0951.wav,sheet,sheet
0952.wav,knock,knock
0953.wav,Several paintings were sold at the auction,several paintings were sold at the auction
0954.wav,dart,dart
0955.wav,owl,owl
0956.wav,cold,cold
0957.wav,Luke,luke
0958.wav,Before Thursday's exam review every formula,before thursdays exam review every formula
0959.wav,The fish swam across the pond,the fish swam across the pond
0960.wav,chop,chop
0961.wav,goose,goose
0962.wav,The legislature met to judge the state of public education,the legislature met to judge the state of public education
0963.wav,funnel,funnel
0964.wav,creature,creature
0965.wav,nine,nine
0966.wav,Her position covers a number of daily tasks common to any social director,her position covers a number of daily tasks common to any social director
0967.wav,racks,racks
0968.wav,term,term
0969.wav,litter,litter
0970.wav,There was only one decision to be made,there was only one decision to be made
0971.wav,eight,eight
0972.wav,seat,seat
0973.wav,preserve,preserve
0974.wav,meat,meat
0975.wav,feet,feet
0976.wav,shin,shin
0977.wav,slid,slid
0978.wav,That's the name of the game,thats the name of the game
0979.wav,beam,beam
0980.wav,see,see
0981.wav,observe,observe
0982.wav,The strike spread through much of the state,the strike spread through much of the state
0983.wav,cash,cash
0984.wav,book,book
0985.wav,in,in
0986.wav,gash,gash
0987.wav,write,write
0988.wav,tango,tango
0989.wav,forks,forks
0990.wav,romeo,romeo
0991.wav,had,had
0992.wav,rut,rut
0993.wav,rake,rake
0994.wav,seat,seat
0995.wav,cable,cable
0996.wav,seven,seven
0997.wav,snake,snake
0998.wav,leaks,leaks
0999.wav,I soon found myself muttering to the walls,i soon found myself muttering to the walls
1000.wav,It was a great meeting,it was a great meeting
1001.wav,geese,geese
1002.wav,The structures housing the apartments are of masonry and frame construction,the structures housing the apartments are of masonry and frame construction
1003.wav,paid,paid
1004.wav,seed,seed
1005.wav,I saw him a few weeks later,i saw him a few weeks later
1006.wav,There is a treehouse up above,there is a treehouse up above
1007.wav,reap,reap
1008.wav,eight,eight
1009.wav,harm,harm
1010.wav,Now I'm living exactly as I choose,now im living exactly as i choose
1011.wav,sign,sign
1012.wav,docks,docks
1013.wav,cake,cake
1014.wav,tall,tall
1015.wav,reek,reek
1016.wav,red,red
1017.wav,I didn't know where they were coming from,i didnt know where they were coming from
1018.wav,eat,eat
1019.wav,slim,slim
1020.wav,Day after day some new episode is reported,day after day some new episode is reported
1021.wav,Don't do Charlie's dirty dishes,dont do charlies dirty dishes
1022.wav,Her classical performance gained critical acclaim,her classical performance gained critical acclaim
1023.wav,Will you please describe the idiotic predicament,will you please describe the idiotic predicament
1024.wav,pull,pull
1025.wav,lair,lair
1026.wav,both,both
1027.wav,sing,sing
1028.wav,zero,zero
1029.wav,all,all
1030.wav,mitten,mitten
1031.wav,Barb's gold bracelet was a graduation present,barbs gold bracelet was a graduation present
1032.wav,map,map
1033.wav,Coconut cream pie makes a nice dessert,coconut cream pie makes a nice dessert
1034.wav,hail,hail
1035.wav,wax,wax
1036.wav,Stimulating discussions keep students' attention,stimulating discussions keep students attention
1037.wav,dash,dash
1038.wav,seeds,seeds
1039.wav,Addition and subtraction are learned skills,addition and subtraction are learned skills
1040.wav,all,all
1041.wav,ban,ban
1042.wav,league,league
1043.wav,him,him
1044.wav,court,court
1045.wav,blend,blend
1046.wav,snort,snort
1047.wav,This railroad's future is in the West,this railroads future is in the west
1048.wav,fork,fork
1049.wav,low,low
1050.wav,I like them because they are practical,i like them because they are practical
1051.wav,Regular attendance is seldom required,regular attendance is seldom required
1052.wav,harm,harm
1053.wav,weep,weep
1054.wav,temper,temper
1055.wav,Begin by trying to speak up more,begin by trying to speak up more
1056.wav,corn,corn
1057.wav,feed,feed
1058.wav,super,super
1059.wav,a,a
1060.wav,tile,tile
1061.wav,Both injuries were to the same leg,both injuries were to the same leg
1062.wav,meats,meats
1063.wav,gas,gas
1064.wav,Young people participate in athletic activities,young people participate in athletic activities
1065.wav,leak,leak
1066.wav,pad,pad
1067.wav,If you are losing water replace it immediately,if you are losing water replace it immediately
1068.wav,six,six
1069.wav,nut,nut
1070.wav,with,with
1071.wav,take,take
1072.wav,We must be ready for any needed sacrifice,we must be ready for any needed sacrifice
1073.wav,So he hides the mayonnaise,so he hides the mayonnaise
1074.wav,sticks,sticks
1075.wav,waste,waste
1076.wav,him,him
1077.wav,sit,sit
1078.wav,chop,chop
1079.wav,Travel is about the only leisure we have,travel is about the only leisure we have
1080.wav,wicked,wicked
1081.wav,harm,harm
1082.wav,We got drenched from the uninterrupted rain,we got drenched from the uninterrupted rain
1083.wav,limb,limb
1084.wav,Worse luck was still to come,worse luck was still to come
1085.wav,ship,ship
1086.wav,sheet,sheet
1087.wav,sitting,sitting
1088.wav,zip,zip
1089.wav,She is not sure what to expect,she is not sure what to expect
1090.wav,phone,phone
1091.wav,shy,shy
1092.wav,hail,hail
1093.wav,quebec,quebec
1094.wav,liquor,liquor
1095.wav,stall,stall
1096.wav,take,take
1097.wav,fold,fold
1098.wav,It was very popular with our fans,it was very popular with our fans
1099.wav,Ned,ned
1100.wav,yes,yes
1101.wav,rip,rip
1102.wav,paint,paint
1103.wav,dock,dock
1104.wav,grain,grain
1105.wav,boat,boat
1106.wav,five,five
1107.wav,back,back
1108.wav,I said I'd put on weight,i said id put on weight
1109.wav,bin,bin
1110.wav,hold,hold
1111.wav,dress,dress
1112.wav,Gold can be found anywhere,gold can be found anywhere
1113.wav,rise,rise
1114.wav,Be prepared for odd behavior from friends,be prepared for odd behavior from friends
1115.wav,seat,seat
1116.wav,sheep,sheep
1117.wav,That's what I thought it was at first,thats what i thought it was at first
1118.wav,steak,steak
1119.wav,fat,fat
1120.wav,hark,hark
1121.wav,fill,fill
1122.wav,food,food
1123.wav,right,right
1124.wav,Continental drift is a geological theory,continental drift is a geological theory
1125.wav,full,full
1126.wav,brought,brought
1127.wav,The singer's finger had a splinter,the singers finger had a splinter
1128.wav,Grandmother outgrew her upbringing in petticoats,grandmother outgrew her upbringing in petticoats
1129.wav,bumper,bumper
1130.wav,pet,pet
1131.wav,wall,wall
1132.wav,It's hard to tell an original from a forgery,its hard to tell an original from a forgery
1133.wav,lip,lip
1134.wav,We have an excellent team,we have an excellent team
1135.wav,down,down
1136.wav,beg,beg
1137.wav,big,big
1138.wav,stretch,stretch
1139.wav,Please open the window quickly,please open the window quickly
1140.wav,night,night
1141.wav,witch,witch
1142.wav,There is such a program,there is such a program
1143.wav,tin,tin
1144.wav,It fell out of his pocket,it fell out of his pocket
1145.wav,wise,wise
1146.wav,I loved every minute of it,i loved every minute of it
1147.wav,serve,serve
1148.wav,rust,rust
1149.wav,port,port
1150.wav,He asked you for a loan,he asked you for a loan
1151.wav,hatch,hatch
1152.wav,wine,wine
1153.wav,An official deadline cannot be postponed,an official deadline cannot be postponed
1154.wav,I wanted to be an actress,i wanted to be an actress
1155.wav,feed,feed
1156.wav,neat,neat
1157.wav,This he added brought about petty jealousies and petty personal grievances,this he added brought about petty jealousies and petty personal grievances
1158.wav,We know we can score,we know we can score
1159.wav,for,for
1160.wav,The prospect of cutting back spending is an unpleasant one for any governor,the prospect of cutting back spending is an unpleasant one for any governor
1161.wav,sail,sail
1162.wav,no,no
1163.wav,Cliff's display was misplaced on the screen,cliffs display was misplaced on the screen
1164.wav,Try to work things out,try to work things out
1165.wav,rid,rid
1166.wav,tile,tile
1167.wav,We bought a brown chair,we bought a brown chair
1168.wav,cake,cake
1169.wav,row,row
1170.wav,ship,ship
1171.wav,lee,lee
1172.wav,cakes,cakes
1173.wav,witty,witty
1174.wav,ash,ash
1175.wav,crawl,crawl
1176.wav,The results were very disappointing,the results were very disappointing
1177.wav,Last year's gas shortage caused steep price increases,last years gas shortage caused steep price increases
1178.wav,Did you eat yet,did you eat yet
1179.wav,fit,fit
1180.wav,sketch,sketch
1181.wav,thorn,thorn
1182.wav,Some prefer the traditional steel kind,some prefer the traditional steel kind
1183.wav,Even a simple vocabulary contains symbols,even a simple vocabulary contains symbols
1184.wav,hotel,hotel
1185.wav,Did dad do academic bidding,did dad do academic bidding
1186.wav,bread,bread
1187.wav,left,left
1188.wav,ride,ride
1189.wav,lip,lip
1190.wav,ate,ate
1191.wav,left,left
1192.wav,Hiring the wife for one's company may win her taxaided retirement income,hiring the wife for ones company may win her taxaided retirement income
1193.wav,Night after night they received annoying phone calls,night after night they received annoying phone calls
1194.wav,heart,heart
1195.wav,eight,eight
1196.wav,sake,sake
1197.wav,lax,lax
1198.wav,see,see
1199.wav,side,side
1200.wav,When you are through write a clean report,when you are through write a clean report
1201.wav,at,at
1202.wav,foxtrot,foxtrot
1203.wav,lies,lies
1204.wav,leak,leak
1205.wav,sink,sink
1206.wav,rise,rise
1207.wav,leak,leak
1208.wav,tail,tail
1209.wav,fool,fool
1210.wav,fender,fender
1211.wav,wax,wax
1212.wav,I haven't seen that friend for years,i havent seen that friend for years
1213.wav,rakes,rakes
1214.wav,sink,sink
1215.wav,Academic aptitude guarantees your diploma,academic aptitude guarantees your diploma
1216.wav,geese,geese
1217.wav,boot,boot
1218.wav,This is not a program of socialized medicine,this is not a program of socialized medicine
1219.wav,hand,hand
1220.wav,witch,witch
1221.wav,feet,feet
1222.wav,blend,blend
1223.wav,We all sat down and relaxed,we all sat down and relaxed
1224.wav,He'll sell them by the box,hell sell them by the box
1225.wav,sheer,sheer
1226.wav,sew,sew
1227.wav,knot,knot
1228.wav,much,much
1229.wav,lender,lender
1230.wav,shop,shop
1231.wav,Those people are much quicker than I am,those people are much quicker than i am
1232.wav,It looked like an accordion,it looked like an accordion
1233.wav,short,short
1234.wav,beat,beat
1235.wav,pitting,pitting
1236.wav,deserve,deserve
1237.wav,blow,blow
1238.wav,mill,mill
1239.wav,xray,xray
1240.wav,porch,porch
1241.wav,loyal,loyal
1242.wav,Who knows what you'll discover about yourself,who knows what youll discover about yourself
1243.wav,four,four
1244.wav,We shelled clams for the chowder,we shelled clams for the chowder
1245.wav,old,old
1246.wav,quart,quart
1247.wav,arm,arm
1248.wav,at,at
1249.wav,The wait for work can be very long,the wait for work can be very long
